,cosponsor_name,cosponsor_party,number
1132,John Thune,R,3985
1133,Roger Wicker,R,3985
1134,Steve Daines,R,3985
1135,Roy Blunt,R,3985
1136,Jim Inhofe,R,3985
1137,John Hoeven,R,3985
1138,Susan Collins,R,3985
1139,Mike Crapo,R,3985
1140,Joni Ernst,R,3985
1141,Deb Fischer,R,3985
1142,Todd Young,R,3985
1143,John Boozman,R,3985
1144,Mitt Romney,R,3985
1145,James Risch,R,3985
1146,Charles Grassley,R,3985
1147,Rob Portman,R,3985
1148,Cory Gardner,R,3985
1149,MICHAEL ENZI,R,3985
1150,Tom Cotton,R,3985
1151,Richard Shelby,R,3985
1152,Kelly Loeffler,R,3985
1153,Mike Rounds,R,3985
1154,John Kennedy,R,3985
1155,John Barrasso,R,3985
1156,David Perdue,R,3985
1157,Marsha Blackburn,R,3985
1158,Cindy Hyde-Smith,R,3985
1159,Bill Cassidy,R,3985
1160,Ron Johnson,R,3985
1161,Jerry Moran,R,3985
1162,Ted Cruz,R,3985
1163,Dan Sullivan,R,3985
1164,Lisa Murkowski,R,3985
1165,Patrick Toomey,R,3985
1166,Ron Johnson,R,979
1167,Gary Peters,D,979
1168,Thomas Tillis,R,979
1169,James Lankford,R,979
1170,Maggie Hassan,D,979
1171,Maria Cantwell,D,914
1172,Dan Sullivan,R,914
1173,Amy Klobuchar,D,914
1174,Christopher Coons,D,461
1175,David Perdue,R,461
1176,Doug Jones,D,461
1177,Roger Wicker,R,461
1178,Kamala Harris,D,461
1179,Marsha Blackburn,R,461
1180,Timothy Kaine,D,461
1181,Cindy Hyde-Smith,R,461
1182,Chris Van Hollen,D,461
1183,Thomas Tillis,R,461
1184,Cory Booker,D,461
1185,Amy Klobuchar,D,461
1186,Elizabeth Warren,D,461
1187,Bernard Sanders,I,461
1188,Mike Braun,R,461
1189,Bob Casey,D,3989
1190,Richard Blumenthal,D,3312
1191,Dianne Feinstein,D,3312
1192,Thomas Tillis,R,3312
1193,John Thune,R,2730
1194,PAT ROBERTS,R,2730
1195,Chris Van Hollen,D,2683
1196,Johnny Isakson,R,2683
1197,Tina Smith,D,2683
1198,Mike Braun,R,2683
1199,Doug Jones,D,2683
1200,Marsha Blackburn,R,2216
1201,Martha McSally,R,2216
1202,Timothy Kaine,D,2216
1203,Jacklyn Rosen,D,2216
1204,Jerry Moran,R,2216
1205,Susan Collins,R,2216
1206,Kyrsten Sinema,D,2216
1207,Lisa Murkowski,R,2216
1208,Doug Jones,D,2216
1209,Amy Klobuchar,D,2216
1210,Richard Durbin,D,2216
1211,Jeff Merkley,D,2216
1212,Lamar Alexander,R,2216
1213,Catherine Cortez Masto,D,2216
1214,Mike Rounds,R,2216
1215,Richard Blumenthal,D,2216
1216,Cory Gardner,R,2216
1217,Maggie Hassan,D,2216
1218,Kamala Harris,D,2174
1219,Thomas Tillis,R,2174
1220,TOM UDALL,D,2174
1221,Rob Portman,R,1869
1222,Ted Cruz,R,1694
1223,Sherrod Brown,D,1694
1224,Richard Blumenthal,D,1694
1225,Edward Markey,D,1694
1226,Shelley Capito,R,1694
1227,Todd Young,R,1342
1228,Rob Portman,R,1342
1229,Johnny Isakson,R,1130
1230,Sherrod Brown,D,1130
1231,Doug Jones,D,1130
1232,Jacklyn Rosen,D,1130
1233,Chris Van Hollen,D,1130
1234,Debbie Stabenow,D,1130
1235,Christopher Murphy,D,1130
1236,Tina Smith,D,1130
1237,Patty Murray,D,1130
1238,Dan Sullivan,R,1130
1239,Eric Swalwell,D,2678
1240,Theodore Deutch,D,2678
1241,ELEANOR NORTON,D,2678
1242,JANICE SCHAKOWSKY,D,2678
1243,Donald Beyer,D,2678
1244,Steve Cohen,D,2678
1245,Joseph Morelle,D,2678
1246,Joseph Kennedy,D,2678
1247,Jamie Raskin,D,2678
1248,Denny Heck,D,2678
1249,Donald Payne,D,2678
1250,MIKE THOMPSON,D,2678
1251,Mike Quigley,D,2678
1252,ANNA ESHOO,D,2678
1253,Henry Johnson,D,2678
1254,Alan Lowenthal,D,2678
1255,Ted Lieu,D,2678
1256,ZOE LOFGREN,D,2678
1257,EARL BLUMENAUER,D,2678
1258,PETER DEFAZIO,D,2678
1259,SHEILA JACKSON LEE,D,2678
1260,Mary Scanlon,D,2678
1261,RICHARD NEAL,D,2678
1262,David Cicilline,D,2678
1263,Veronica Escobar,D,2678
1264,Michael San Nicolas,D,8169
1265,Vicente Gonzalez,D,8169
1266,Greg Stanton,D,8169
1267,David Cicilline,D,8169
1268,Steve Cohen,D,8169
1269,Elise Stefanik,R,2328
1270,Eric Swalwell,D,2328
1271,Adriano Espaillat,D,2328
1272,Tulsi Gabbard,D,2328
1273,Ilhan Omar,D,2328
1274,BETTY MCCOLLUM,D,2328
1275,ADAM SMITH,D,2328
1276,Ro Khanna,D,2328
1277,Steve Cohen,D,2328
1278,Raúl Grijalva,D,2328
1279,Joe Courtney,D,2328
1280,Vicky Hartzler,R,2328
1281,Debbie Mucarsel-Powell,D,2328
1282,Pramila Jayapal,D,2328
1283,Ann Kuster,D,2328
1284,SUSAN DAVIS,D,2328
1285,BOBBY RUSH,D,2328
1286,Daniel Lipinski,D,2328
1287,ELIOT ENGEL,D,2328
1288,ADAM SCHIFF,D,2328
1289,David Cicilline,D,2328
1290,JOSE SERRANO,D,2328
1291,RICK LARSEN,D,2328
1292,Raja Krishnamoorthi,D,2328
1293,Scott Peters,D,2328
1294,BARBARA LEE,D,2328
1295,Derek Kilmer,D,2328
1296,Kurt Schrader,D,2328
1297,Michael Turner,R,2328
1298,PETER KING,R,2328
1299,John Yarmuth,D,2328
1300,Filemon Vela,D,2328
1301,Denny Heck,D,2328
1302,Doug LaMalfa,R,2328
1303,DON YOUNG,R,2328
1304,Antonio Delgado,D,2328
1305,Scott Tipton,R,2328
1306,EDDIE JOHNSON,D,2328
1307,ALCEE HASTINGS,D,2328
1308,Albio Sires,D,2328
1309,Lisa Blunt Rochester,D,2328
1310,Jack Bergman,R,2328
1311,Bonnie Watson Coleman,D,2328
1312,Henry Johnson,D,2328
1313,Tom Cole,R,2328
1314,Jimmy Gomez,D,2328
1315,Robin Kelly,D,2328
1316,Kathleen Rice,D,2328
1317,Lee Zeldin,R,2328
1318,Dan Newhouse,R,2328
1319,Rodney Davis,R,2328
1320,Yvette Clarke,D,2328
1321,PETER DEFAZIO,D,2328
1322,JERROLD NADLER,D,2328
1323,GREGORY MEEKS,D,2328
1324,Steve Stivers,R,2328
1325,CAROLYN MALONEY,D,2328
1326,Max Rose,D,2328
1327,Doug Lamborn,R,2328
1328,Troy Balderson,R,2328
1329,Charles Fleischmann,R,2328
1330,Ruben Gallego,D,2328
1331,JANICE SCHAKOWSKY,D,2328
1332,Peter Welch,D,2328
1333,NITA LOWEY,D,2328
1334,Alexandria Ocasio-Cortez,D,2328
1335,Sean Maloney,D,2328
1336,Karen Bass,D,2328
1337,Ralph Norman,R,2328
1338,Mark Takano,D,2328
1339,Ben Lujan,D,2328
1340,Jamie Raskin,D,2328
1341,Judy Chu,D,2328
1342,Andy Levin,D,2328
1343,Debbie Dingell,D,2328
1344,Chellie Pingree,D,2328
1345,Ted Lieu,D,2328
1346,Xochitl Torres Small,D,2328
1347,Mark DeSaulnier,D,2328
1348,John Katko,R,2328
1349,Gregorio Sablan,D,2328
1350,LUCILLE ROYBAL-ALLARD,D,2328
1351,Rob Bishop,R,2328
1352,H. Griffith,R,2328
1353,Aumua Amata Radewagen,R,2328
1354,Mike Bost,R,2328
1355,GREG WALDEN,R,2328
1356,Greg Stanton,D,2328
1357,J. Correa,D,2328
1358,ZOE LOFGREN,D,2328
1359,John Curtis,R,2328
1360,Alan Lowenthal,D,2328
1361,Elissa Slotkin,D,2328
1362,Abby Finkenauer,D,2328
1363,Bill Foster,D,2328
1364,JAMES LANGEVIN,D,2328
1365,Cheri Bustos,D,2328
1366,MARCY KAPTUR,D,2328
1367,Chris Stewart,R,2328
1368,Jared Huffman,D,2328
1369,Bradley Schneider,D,2328
1370,Ben McAdams,D,2328
1371,NYDIA VELAZQUEZ,D,2328
1372,SHEILA JACKSON LEE,D,2328
1373,Darren Soto,D,2328
1374,JAMES COOPER,D,2328
1375,Austin Scott,R,2328
1376,Lauren Underwood,D,2328
1377,Anthony Brindisi,D,2328
1378,Pete Stauber,R,2328
1379,Emanuel Cleaver,D,2328
1380,COLLIN PETERSON,D,2328
1381,Jerry McNerney,D,2328
1382,William Keating,D,2328
1383,Abigail Spanberger,D,2328
1384,Ed Perlmutter,D,2328
1385,Pete Aguilar,D,2328
1386,TJ Cox,D,2328
1387,Josh Harder,D,2328
1388,Kendra Horn,D,2328
1389,DAVID PRICE,D,2328
1390,Carol Miller,R,2328
1391,Jefferson Van Drew,D,2328
1392,Brian Fitzpatrick,R,2328
1393,Gilbert Cisneros,D,2328
1394,JOHN LARSON,D,2328
1395,Val Demings,D,2328
1396,Jahana Hayes,D,2328
1397,David Cicilline,D,9059
1398,Ted Budd,R,9066
1399,Jon Tester,D,900
1400,John Barrasso,R,4684
1401,Thomas Carper,D,4684
1402,Tammy Baldwin,D,4126
