,cosponsor_name,cosponsor_party,number
0,Jeff Denham,R,7319
1,Jeff Denham,R,7318
2,GRACE NAPOLITANO,D,7279
3,Robert Latta,R,7279
4,Marcia Fudge,D,7279
5,STEVE CHABOT,R,7279
6,Cheri Bustos,D,7279
7,David Joyce,R,7279
8,ILEANA ROS-LEHTINEN,R,672
9,Theodore Deutch,D,672
10,Peter Roskam,R,672
11,CHRISTOPHER SMITH,R,672
12,ELIOT ENGEL,D,672
13,KAY GRANGER,R,672
14,Marc Veasey,D,672
15,Bradley Schneider,D,672
16,LUCILLE ROYBAL-ALLARD,D,672
17,Brian Mast,R,672
18,David Joyce,R,672
19,Barbara Comstock,R,672
20,Bob Gibbs,R,672
21,STEVE CHABOT,R,672
22,ED ROYCE,R,672
23,Daniel Donovan,R,672
24,BRAD SHERMAN,D,672
25,Ted Poe,R,672
26,Albio Sires,D,672
27,David Cicilline,D,672
28,Ted Lieu,D,672
29,Thomas Suozzi,D,672
30,Ann Kuster,D,672
31,Jackie Walorski,R,672
32,Luke Messer,R,672
33,Lois Frankel,D,672
34,Debbie Wasserman Schultz,D,672
35,Brendan Boyle,D,672
36,Michelle Lujan Grisham,D,672
37,SANDER LEVIN,D,672
38,Josh Gottheimer,D,672
39,David Kustoff,R,672
40,PETER KING,R,672
41,Don Bacon,R,672
42,Sheldon Whitehouse,D,512
43,Jim Inhofe,R,512
44,Cory Booker,D,512
45,Mike Crapo,R,512
46,Deb Fischer,R,512
47,Shelley Capito,R,512
48,Joseph Manchin,D,512
49,Bob Casey,D,512
50,Tammy Duckworth,D,512
51,JEFF FLAKE,R,512
52,Thomas Carper,D,512
53,Mike Rounds,R,512
54,Christopher Coons,D,512
55,John Cornyn,R,512
56,ORRIN HATCH,R,512
57,Gary Peters,D,512
58,John Kennedy,R,512
59,James Risch,R,512
60,Blake Farenthold,R,4174
61,Trey Gowdy,R,4174
62,Derek Kilmer,D,4174
63,Robert Menendez,D,1580
64,Joseph Manchin,D,1580
65,Elizabeth Warren,D,1580
66,Tammy Baldwin,D,1580
67,Edward Markey,D,1580
68,Christopher Coons,D,1580
69,John Boozman,R,1580
70,Jeff Merkley,D,1580
71,Chris Van Hollen,D,1580
72,Ron Wyden,D,1580
73,Sheldon Whitehouse,D,1580
74,Susan Collins,R,1580
75,John Reed,D,1580
76,Richard Blumenthal,D,1580
77,Ben Cardin,D,1580
78,Bob Casey,D,1580
79,Christopher Murphy,D,1580
80,Cory Booker,D,1580
81,Todd Young,R,1158
82,Thomas Tillis,R,1158
83,Richard Durbin,D,1158
84,Marco Rubio,R,1158
85,Robert Menendez,D,1158
86,Lisa Murkowski,R,1158
87,Richard Blumenthal,D,1158
88,Elizabeth Warren,D,1158
89,Sheldon Whitehouse,D,1158
90,Kirsten Gillibrand,D,1158
91,Amy Klobuchar,D,1158
92,Jeanne Shaheen,D,1158
93,Al Franken,D,1158
94,Gary Peters,D,1158
95,Christopher Coons,D,1158
96,Debbie Stabenow,D,1158
97,Cory Booker,D,1158
98,Edward Markey,D,1158
99,Sherrod Brown,D,1158
100,Tammy Baldwin,D,1158
101,Ron Wyden,D,1158
102,Jeff Merkley,D,1158
103,Bob Casey,D,1158
104,Michael Bennet,D,1158
105,Susan Collins,R,1158
106,Chris Van Hollen,D,1158
107,Dianne Feinstein,D,1158
108,Christopher Murphy,D,1158
109,CLARENCE NELSON,D,1158
110,John Reed,D,1158
111,Angus King,I,1158
112,John Boozman,R,1158
113,Charles Schumer,D,1158
114,Kamala Harris,D,1158
115,Richard Burr,R,1023
116,Sheldon Whitehouse,D,1023
117,TOM UDALL,D,1023
118,Brian Schatz,D,1023
119,Richard Blumenthal,D,1023
120,Tammy Duckworth,D,1023
121,Jeff Merkley,D,1023
122,Thomas Carper,D,1023
123,Edward Markey,D,1023
124,Albio Sires,D,6602
125,WILLIAM PASCRELL,D,6602
126,CHRISTOPHER SMITH,R,6602
127,Bonnie Watson Coleman,D,6602
128,FRANK PALLONE,D,6602
129,Donald Norcross,D,6602
130,Josh Gottheimer,D,6602
131,RODNEY FRELINGHUYSEN,R,6602
132,Donald Payne,D,6602
133,Leonard Lance,R,6602
134,Donald Beyer,D,5636
135,John Reed,D,3661
136,Mike Rounds,R,3661
137,Tammy Duckworth,D,3661
138,Dean Heller,R,3661
139,Gary Peters,D,3661
140,Marco Rubio,R,3456
141,Ben Cardin,D,3247
142,Jeanne Shaheen,D,3247
143,Marco Rubio,R,3247
144,Lisa Murkowski,R,3247
145,Christopher Coons,D,3247
146,Johnny Isakson,R,3247
147,Jeff Merkley,D,3247
148,Susan Collins,R,3247
149,Lindsey Graham,R,3247
150,Richard Durbin,D,3247
151,Cory Gardner,R,3247
152,Maria Cantwell,D,3247
153,Robert Menendez,D,1862
154,Marco Rubio,R,1862
155,Ben Cardin,D,1862
156,Christopher Coons,D,1862
157,Claire McCaskill,D,3191
158,Kamala Harris,D,3191
159,Ted Cruz,R,3191
160,Karen Bass,D,2200
161,ED ROYCE,R,2200
162,SHEILA JACKSON LEE,D,2200
163,Susan Brooks,R,2200
164,Lois Frankel,D,2200
165,Ann Wagner,R,2200
166,Tony Cárdenas,D,2200
167,Ted Poe,R,2200
168,Ryan Costello,R,2200
169,David Cicilline,D,2200
170,BRAD SHERMAN,D,2200
171,Daniel Donovan,R,2200
172,Patrick Meehan,R,2200
173,Lynn Jenkins,R,2200
174,SUSAN DAVIS,D,2200
175,Salud Carbajal,D,2200
176,Gwen Moore,D,2200
177,Dwight Evans,D,2200
178,Denny Heck,D,2200
179,JAMES MCGOVERN,D,2200
180,Tulsi Gabbard,D,2200
181,ALCEE HASTINGS,D,2200
182,Raúl Grijalva,D,2200
183,Kristi Noem,R,2200
184,Barbara Comstock,R,2200
185,Luke Messer,R,2200
186,David Young,R,2200
187,Erik Paulsen,R,2200
188,CAROLYN MALONEY,D,2200
189,Christopher Coons,D,2961
190,Todd Young,R,2961
191,Amy Klobuchar,D,2961
192,Shelley Capito,R,2961
193,Mazie Hirono,D,2961
194,Richard Burr,R,2961
195,Bob Casey,D,2961
196,Mike Rounds,R,2961
197,Deb Fischer,R,2961
198,Richard Durbin,D,2961
199,Roger Wicker,R,2961
200,Cindy Hyde-Smith,R,2961
201,John Cornyn,R,2961
202,Doug Jones,D,2961
203,Charles Grassley,R,2961
204,Thomas Tillis,R,2961
205,Dean Heller,R,2961
206,Maggie Hassan,D,2961
207,Richard Blumenthal,D,2961
208,Gary Peters,D,2961
209,Brian Schatz,D,2961
210,CLARENCE NELSON,D,2200
211,Deb Fischer,R,2200
212,JERROLD NADLER,D,6287
213,CAROLYN MALONEY,D,6287
214,KEN CALVERT,R,6287
215,Michael McCaul,R,6287
216,PETER KING,R,6287
217,Daniel Donovan,R,6287
218,ELIOT ENGEL,D,6287
219,Sean Maloney,D,6287
220,Alexander Mooney,R,6287
221,DANA ROHRABACHER,R,6287
222,Steve Stivers,R,6287
223,Tony Cárdenas,D,6287
224,Mark Amodei,R,6287
225,GREGORY MEEKS,D,6287
226,Albio Sires,D,6287
227,David Valadao,R,6287
228,Donald Payne,D,6287
229,ED ROYCE,R,6287
230,Bill Shuster,R,6287
231,JOSEPH CROWLEY,D,6287
232,Lee Zeldin,R,6287
233,Yvette Clarke,D,6287
234,Bruce Poliquin,R,6287
235,Evan Jenkins,R,6287
236,FRANK PALLONE,D,6287
237,John Katko,R,6287
238,ELEANOR NORTON,D,6287
239,Ann Kuster,D,6287
240,Eric Swalwell,D,6287
241,Tom Cole,R,6287
242,Chris Collins,R,6287
243,NITA LOWEY,D,6287
244,JOSE SERRANO,D,6287
245,Paul Tonko,D,6287
246,Claudia Tenney,R,6287
247,Tom Reed,R,6287
248,Grace Meng,D,6287
249,Adriano Espaillat,D,6287
250,Hakeem Jeffries,D,6287
251,Devin Nunes,R,6287
252,RODNEY FRELINGHUYSEN,R,6287
253,Donald Norcross,D,6287
254,Thomas Suozzi,D,6287
255,Paul Cook,R,6287
256,Carlos Curbelo,R,6287
257,SAM GRAVES,R,6287
258,Kathleen Rice,D,6287
259,DON YOUNG,R,6287
260,Jenniffer Gonzalez-Colon,R,6287
261,FRANK LOBIONDO,R,6287
262,Brian Schatz,D,3777
263,Jon Tester,D,3777
264,Richard Blumenthal,D,3777
265,Thomas Tillis,R,3777
266,Mark Warner,D,3777
267,Maggie Hassan,D,3777
268,Debbie Stabenow,D,3777
269,Michael Bennet,D,3777
270,Jerry Moran,R,3777
271,Joseph Manchin,D,3777
272,DAVID PRICE,D,3460
273,Alma Adams,D,3460
274,David Rouzer,R,3460
275,WALTER JONES,R,3460
276,Richard Hudson,R,3460
277,Virginia Foxx,R,3460
278,Mark Walker,R,3460
279,Ted Budd,R,3460
280,Patrick McHenry,R,3460
281,Mark Meadows,R,3460
282,George Holding,R,3460
283,John Kennedy,R,3444
284,Rand Paul,R,3031
285,Doug Jones,D,3031
286,James Lankford,R,3031
287,Catherine Cortez Masto,D,3031
288,John Kennedy,R,3031
289,Joseph Manchin,D,2896
290,Claire McCaskill,D,2896
291,Catherine Cortez Masto,D,2896
292,Sheldon Whitehouse,D,2896
293,John Reed,D,2896
294,Doug Jones,D,2765
295,Richard Durbin,D,2679
296,John Kennedy,R,2679
297,Jon Tester,D,2679
298,Timothy Kaine,D,2679
299,Maria Cantwell,D,2679
300,John Kennedy,R,2652
301,Patty Murray,D,2652
302,Maria Cantwell,D,2652
303,Amy Klobuchar,D,2652
304,Angus King,I,2652
305,Lamar Alexander,R,2652
306,Robert Menendez,D,2652
307,Johnny Isakson,R,2652
308,Lindsey Graham,R,2652
309,Jon Tester,D,2652
310,Susan Collins,R,2652
311,John Cornyn,R,2652
312,Lisa Murkowski,R,2652
313,CLARENCE NELSON,D,2652
314,Catherine Cortez Masto,D,2652
315,Thomas Tillis,R,2652
316,Dan Sullivan,R,2652
317,Shelley Capito,R,2652
318,Gary Peters,D,2652
319,Dianne Feinstein,D,2652
320,Charles Schumer,D,2652
321,Richard Blumenthal,D,2652
322,Jeanne Shaheen,D,2652
323,Patrick Leahy,D,2652
324,John Reed,D,2652
325,John Boozman,R,2652
326,Tammy Duckworth,D,2652
327,Tom Cotton,R,2652
328,Brian Schatz,D,2652
329,PAT ROBERTS,R,2652
330,Christopher Coons,D,2652
331,Sheldon Whitehouse,D,2652
332,Richard Durbin,D,2652
333,Bob Casey,D,2652
334,Ben Cardin,D,2652
335,Elizabeth Warren,D,2652
336,Roger Wicker,R,2652
337,Chris Van Hollen,D,2652
338,Doug Jones,D,2652
339,Thomas Carper,D,2652
340,Marco Rubio,R,2652
341,Edward Markey,D,2652
342,Mazie Hirono,D,2652
343,Debbie Stabenow,D,2652
344,Charles Grassley,R,2652
345,Cindy Hyde-Smith,R,2652
346,Joni Ernst,R,2652
347,David Perdue,R,2652
348,John Barrasso,R,2652
349,Steve Daines,R,2652
350,John Hoeven,R,2652
351,Rob Portman,R,2652
352,Cory Booker,D,2652
353,Richard Shelby,R,2652
354,Richard Burr,R,2652
355,Mike Crapo,R,2652
356,Deb Fischer,R,2652
357,Jerry Moran,R,2652
358,Jim Inhofe,R,2652
359,James Risch,R,2652
360,Mitch McConnell,R,2652
361,MICHAEL ENZI,R,2652
362,Todd Young,R,2652
363,Patrick Toomey,R,2652
364,Ron Wyden,D,2652
365,Jeff Merkley,D,2652
366,Mike Rounds,R,2652
367,Joseph Manchin,D,2652
368,Heidi Heitkamp,D,2652
369,Sherrod Brown,D,2652
370,Bob Corker,R,2652
371,Cory Gardner,R,2652
372,Christopher Murphy,D,2652
373,Elizabeth Warren,D,2276
374,JOHN MCCAIN,R,2276
375,Claire McCaskill,D,2276
376,James Lankford,R,2276
377,Tammy Duckworth,D,2276
378,John Hoeven,R,2276
379,Maggie Hassan,D,2276
380,Tammy Baldwin,D,2276
381,Mario Diaz-Balart,R,1660
382,Gerald Connolly,D,1660
383,ELIOT ENGEL,D,1660
384,BRAD SHERMAN,D,1660
385,David Cicilline,D,1660
386,William Keating,D,1660
387,ILEANA ROS-LEHTINEN,R,1660
388,Daniel Donovan,R,1660
389,CHRISTOPHER SMITH,R,1660
390,Suzan DelBene,D,1660
391,Joyce Beatty,D,1660
392,NYDIA VELAZQUEZ,D,1660
393,ZOE LOFGREN,D,1660
394,Ryan Costello,R,1660
395,David Reichert,R,1660
396,Ted Lieu,D,1660
397,Carlos Curbelo,R,1660
398,John Faso,R,1660
399,Timothy Walz,D,1660
400,James Lankford,R,943
401,Steve Daines,R,943
402,Elizabeth Warren,D,943
403,Tammy Baldwin,D,943
404,Adam Kinzinger,R,767
405,Tony Cárdenas,D,767
406,Ann Wagner,R,767
407,Patrick Meehan,R,767
408,Ann Kuster,D,767
409,Richard Hudson,R,767
410,ANNA ESHOO,D,767
411,Kathy Castor,D,767
412,EARL BLUMENAUER,D,767
413,Joyce Beatty,D,767
414,ZOE LOFGREN,D,767
415,LAMAR SMITH,R,5509
416,EDDIE JOHNSON,D,5509
417,Roger Marshall,R,5509
418,Daniel Lipinski,D,5509
419,Stephen Knight,R,5509
420,Debbie Lesko,R,5509
421,Troy Balderson,R,5509
422,David Cicilline,D,5075
423,Jamie Raskin,D,5075
424,LAMAR SMITH,R,5075
425,Matt Gaetz,R,5075
426,Kenny Marchant,R,4227
427,Larry Bucshon,R,4227
428,STEVE CHABOT,R,4227
429,Tim Walberg,R,4227
430,MARCY KAPTUR,D,4227
431,Jenniffer Gonzalez-Colon,R,4227
432,Michelle Lujan Grisham,D,4227
433,James Renacci,R,4227
434,Claudia Tenney,R,4227
435,Debbie Dingell,D,4227
436,Lou Barletta,R,4227
437,Josh Gottheimer,D,4227
438,Susan Collins,R,3530
439,Kirsten Gillibrand,D,3530
440,Lisa Murkowski,R,3530
441,Sheldon Whitehouse,D,3530
442,Elizabeth Warren,D,3530
443,Angus King,I,3530
444,Doug Jones,D,3530
445,Timothy Kaine,D,3530
446,Maggie Hassan,D,3530
447,Richard Blumenthal,D,3530
448,Bob Casey,D,3530
449,Amy Klobuchar,D,3530
450,Gary Peters,D,3530
451,Christopher Coons,D,3530
452,Jon Tester,D,3530
453,Chris Van Hollen,D,3530
454,Cory Booker,D,3530
455,Ben Cardin,D,3530
456,Tammy Duckworth,D,3530
457,Tina Smith,D,3530
458,Roger Wicker,R,3530
459,Mazie Hirono,D,3530
460,Debbie Stabenow,D,3530
461,Edward Markey,D,2736
462,Marco Rubio,R,2736
463,Ben Cardin,D,2736
464,Todd Young,R,2736
465,Dan Sullivan,R,2736
466,David Perdue,R,2736
467,Lindsey Graham,R,2736
468,Christopher Coons,D,2736
469,Timothy Kaine,D,2736
470,Gary Peters,D,2736
471,Roger Wicker,R,2736
472,Markwayne Mullin,R,2606
473,FRANK LUCAS,R,2606
474,Steve Russell,R,2606
475,Heidi Heitkamp,D,2278
476,John Barrasso,R,2278
477,Bob Casey,D,2278
478,Charles Grassley,R,2278
479,Tammy Baldwin,D,2278
480,Tina Smith,D,2278
481,Jeanne Shaheen,D,2278
482,Doug Jones,D,2278
483,Angus King,I,2278
484,Tim Scott,R,2278
485,Amy Klobuchar,D,2278
486,Elizabeth Warren,D,2278
487,Susan Collins,R,2278
488,Maggie Hassan,D,2278
489,John Hoeven,R,2278
490,Lamar Alexander,R,2278
491,Patty Murray,D,2278
492,Dean Heller,R,2248
493,TOM UDALL,D,2248
494,Catherine Cortez Masto,D,2076
495,Shelley Capito,R,2076
496,Timothy Kaine,D,2076
497,Christopher Coons,D,2076
498,Roger Wicker,R,2076
499,Edward Markey,D,2076
500,Debbie Stabenow,D,2076
501,Angus King,I,2076
502,Elizabeth Warren,D,2076
503,Mike Crapo,R,2076
504,Todd Young,R,2076
505,James Risch,R,2076
506,Chris Van Hollen,D,2076
507,Jerry Moran,R,2076
508,Richard Blumenthal,D,2076
509,Jim Inhofe,R,2076
510,John Boozman,R,2076
511,Mike Rounds,R,2076
512,Bernard Sanders,I,2076
513,John Barrasso,R,2076
514,Jeanne Shaheen,D,2076
515,Cory Gardner,R,2076
516,Heidi Heitkamp,D,2076
517,Bob Casey,D,2076
518,John Kennedy,R,2076
519,Amy Klobuchar,D,2076
520,CLARENCE NELSON,D,2076
521,Christopher Murphy,D,2076
522,Bill Cassidy,R,2076
523,Thomas Tillis,R,2076
524,Maggie Hassan,D,2076
525,Tina Smith,D,2076
526,Deb Fischer,R,2076
527,Lisa Murkowski,R,2076
528,Mazie Hirono,D,2076
529,Joe Donnelly,D,2076
530,Kirsten Gillibrand,D,2076
531,Michael Bennet,D,2076
532,Doug Jones,D,2076
533,Tammy Baldwin,D,2076
534,Jeff Merkley,D,2076
535,Sheldon Whitehouse,D,2076
536,Gary Peters,D,2076
537,Cindy Hyde-Smith,R,2076
538,Jon Tester,D,2076
539,Robert Menendez,D,2076
540,Dianne Feinstein,D,2076
541,Dan Sullivan,R,2076
542,Ron Wyden,D,2076
543,PAT ROBERTS,R,2076
544,Martin Heinrich,D,2076
545,John Reed,D,2076
546,Cory Booker,D,2076
547,Sherrod Brown,D,2076
548,Kamala Harris,D,2076
549,Patrick Leahy,D,2076
550,Maria Cantwell,D,2076
551,CLARENCE NELSON,D,1520
552,Roy Blunt,R,1520
553,Brian Schatz,D,1520
554,Joseph Manchin,D,1520
555,John Kennedy,R,1520
556,Jim Inhofe,R,1520
557,Thad Cochran,R,1520
558,Bill Cassidy,R,1520
559,Amy Klobuchar,D,1520
560,Joe Donnelly,D,1520
561,Todd Young,R,1520
562,Deb Fischer,R,1520
563,Robert Menendez,D,1520
564,Gary Peters,D,1520
565,Doug Jones,D,1520
566,Cory Booker,D,1520
567,Shelley Capito,R,1520
568,Cindy Hyde-Smith,R,1520
569,Sheldon Whitehouse,D,756
570,Cory Booker,D,756
571,Christopher Coons,D,756
572,Gary Peters,D,756
573,Jim Inhofe,R,756
574,Thomas Tillis,R,756
575,Lisa Murkowski,R,756
576,Ron Wyden,D,756
577,TOM UDALL,D,756
578,Brian Schatz,D,756
579,Angus King,I,756
580,John Kennedy,R,756
581,Susan Collins,R,756
582,Bill Cassidy,R,756
583,Rob Portman,R,756
584,Chris Van Hollen,D,756
585,Elizabeth Warren,D,756
586,Edward Markey,D,756
587,Jeanne Shaheen,D,756
588,Marco Rubio,R,756
589,Christopher Murphy,D,756
590,Kevin McCarthy,R,7327
591,John Ratcliffe,R,7327
592,JAMES LANGEVIN,D,7327
593,Filemon Vela,D,7327
594,Ted Lieu,D,7327
595,Ralph Norman,R,7230
596,Jeff Duncan,R,7230
597,Joe Wilson,R,7230
598,Tom Rice,R,7230
599,Trey Gowdy,R,7230
600,Mark Sanford,R,7230
601,Michael McCaul,R,7213
602,ROBERT BRADY,D,7120
603,Robert Scott,D,6964
604,Lee Zeldin,R,6930
605,PETER KING,R,6930
606,Thomas Suozzi,D,6930
607,Kathleen Rice,D,6930
608,GREGORY MEEKS,D,6930
609,Grace Meng,D,6930
610,NYDIA VELAZQUEZ,D,6930
611,Hakeem Jeffries,D,6930
612,Yvette Clarke,D,6930
613,JERROLD NADLER,D,6930
614,Daniel Donovan,R,6930
615,CAROLYN MALONEY,D,6930
616,Adriano Espaillat,D,6930
617,JOSEPH CROWLEY,D,6930
618,JOSE SERRANO,D,6930
619,ELIOT ENGEL,D,6930
620,NITA LOWEY,D,6930
621,Sean Maloney,D,6930
622,John Faso,R,6930
623,Paul Tonko,D,6930
624,Claudia Tenney,R,6930
625,Tom Reed,R,6930
626,John Katko,R,6930
627,Brian Higgins,D,6930
628,Chris Collins,R,6930
629,John Katko,R,6893
630,Bonnie Watson Coleman,D,6893
631,ELIJAH CUMMINGS,D,6893
632,Ed Perlmutter,D,6831
633,Scott Tipton,R,6831
634,Doug Lamborn,R,6831
635,DIANA DEGETTE,D,6831
636,Ken Buck,R,6831
637,Mike Coffman,R,6831
638,Francis Rooney,R,6780
639,John Rutherford,R,6780
640,Val Demings,D,6780
641,Neal Dunn,R,6780
642,Charlie Crist,D,6780
643,Dennis Ross,R,6780
644,Mario Diaz-Balart,R,6780
645,Matt Gaetz,R,6780
646,Ted Yoho,R,6780
647,Lois Frankel,D,6780
648,Debbie Wasserman Schultz,D,6780
649,Daniel Webster,R,6780
650,Stephanie Murphy,D,6780
651,Al Lawson,D,6780
652,Carlos Curbelo,R,6780
653,Darren Soto,D,6780
654,Vern Buchanan,R,6780
655,Gus Bilirakis,R,6780
656,Bill Posey,R,6780
657,Thomas Rooney,R,6780
658,Brian Mast,R,6780
659,ILEANA ROS-LEHTINEN,R,6780
660,ALCEE HASTINGS,D,6780
661,Frederica Wilson,D,6780
662,Theodore Deutch,D,6780
663,Pete Aguilar,D,6655
664,Nanette Barragan,D,6655
665,Karen Bass,D,6655
666,KEN CALVERT,R,6655
667,Salud Carbajal,D,6655
668,Tony Cárdenas,D,6655
669,Paul Cook,R,6655
670,J. Correa,D,6655
671,Jim Costa,D,6655
672,SUSAN DAVIS,D,6655
673,Jeff Denham,R,6655
674,Mark DeSaulnier,D,6655
675,John Garamendi,D,6655
676,DARRELL ISSA,R,6655
677,Stephen Knight,R,6655
678,BARBARA LEE,D,6655
679,Alan Lowenthal,D,6655
680,Doris Matsui,D,6655
681,Kevin McCarthy,R,6655
682,Tom McClintock,R,6655
683,Jerry McNerney,D,6655
684,GRACE NAPOLITANO,D,6655
685,Devin Nunes,R,6655
686,Jimmy Panetta,D,6655
687,Scott Peters,D,6655
688,DANA ROHRABACHER,R,6655
689,LUCILLE ROYBAL-ALLARD,D,6655
690,ED ROYCE,R,6655
691,Linda Sánchez,D,6655
692,ADAM SCHIFF,D,6655
693,Mark Takano,D,6655
694,MIKE THOMPSON,D,6655
695,David Valadao,R,6655
696,Juan Vargas,D,6655
697,Mimi Walters,R,6655
698,MAXINE WATERS,D,6655
699,Ted Lieu,D,6655
700,Jared Huffman,D,6655
701,Judy Chu,D,6655
702,BRAD SHERMAN,D,6655
703,Duncan Hunter,R,6655
704,Ami Bera,D,6655
705,Julia Brownley,D,6655
706,ANNA ESHOO,D,6655
707,Jimmy Gomez,D,6655
708,Ro Khanna,D,6655
709,ZOE LOFGREN,D,6655
710,NANCY PELOSI,D,6655
711,Raul Ruiz,D,6655
712,Jackie Speier,D,6655
713,Eric Swalwell,D,6655
714,Norma Torres,D,6655
715,Derek Kilmer,D,6628
716,Denny Heck,D,6628
717,Jaime Herrera Beutler,R,6628
718,RICK LARSEN,D,6628
719,Pramila Jayapal,D,6628
720,David Reichert,R,6628
721,Suzan DelBene,D,6628
722,Cathy McMorris Rodgers,R,6628
723,Dan Newhouse,R,6628
724,Marcia Fudge,D,6628
725,Charles Fleischmann,R,6621
726,Marsha Blackburn,R,6621
727,Steve Cohen,D,6621
728,JOHN DUNCAN,R,6621
729,David Kustoff,R,6621
730,Scott DesJarlais,R,6621
731,JAMES COOPER,D,6621
732,Diane Black,R,6621
733,Thomas Rooney,R,6615
734,Brian Fitzpatrick,R,6615
735,ELEANOR NORTON,D,6615
736,Steve Cohen,D,6615
737,Brian Higgins,D,6615
738,Gus Bilirakis,R,6591
739,Vern Buchanan,R,6591
740,Kathy Castor,D,6591
741,Charlie Crist,D,6591
742,Carlos Curbelo,R,6591
743,Ron DeSantis,R,6591
744,Theodore Deutch,D,6591
745,Mario Diaz-Balart,R,6591
746,Neal Dunn,R,6591
747,Lois Frankel,D,6591
748,Matt Gaetz,R,6591
749,ALCEE HASTINGS,D,6591
750,Al Lawson,D,6591
751,Brian Mast,R,6591
752,Stephanie Murphy,D,6591
753,Bill Posey,R,6591
754,Francis Rooney,R,6591
755,Thomas Rooney,R,6591
756,ILEANA ROS-LEHTINEN,R,6591
757,Dennis Ross,R,6591
758,John Rutherford,R,6591
759,Darren Soto,D,6591
760,Debbie Wasserman Schultz,D,6591
761,Daniel Webster,R,6591
762,Frederica Wilson,D,6591
763,Ted Yoho,R,6591
764,Terri Sewell,D,6513
765,Gary Palmer,R,6513
766,ROBERT ADERHOLT,R,6513
767,Bradley Byrne,R,6513
768,Mike Rogers,R,6513
769,Martha Roby,R,6513
770,Donald Norcross,D,6428
771,FRANK LOBIONDO,R,6428
772,Thomas MacArthur,R,6428
773,CHRISTOPHER SMITH,R,6428
774,FRANK PALLONE,D,6428
775,Leonard Lance,R,6428
776,Albio Sires,D,6428
777,WILLIAM PASCRELL,D,6428
778,Donald Payne,D,6428
779,RODNEY FRELINGHUYSEN,R,6428
780,Bonnie Watson Coleman,D,6428
781,KEN CALVERT,R,6405
782,DANA ROHRABACHER,R,6405
783,Tom McClintock,R,6405
784,David Valadao,R,6405
785,Kevin McCarthy,R,6405
786,DARRELL ISSA,R,6405
787,Duncan Hunter,R,6405
788,MIKE THOMPSON,D,6405
789,Doris Matsui,D,6405
790,Ami Bera,D,6405
791,Jerry McNerney,D,6405
792,BARBARA LEE,D,6405
793,Jackie Speier,D,6405
794,Eric Swalwell,D,6405
795,Jim Costa,D,6405
796,Ro Khanna,D,6405
797,ANNA ESHOO,D,6405
798,ZOE LOFGREN,D,6405
799,Jimmy Panetta,D,6405
800,Judy Chu,D,6405
801,BRAD SHERMAN,D,6405
802,Pete Aguilar,D,6405
803,Ted Lieu,D,6405
804,Jimmy Gomez,D,6405
805,Norma Torres,D,6405
806,Raul Ruiz,D,6405
807,Karen Bass,D,6405
808,Linda Sánchez,D,6405
809,Nanette Barragan,D,6405
810,SUSAN DAVIS,D,6405
811,Doug LaMalfa,R,6405
812,Devin Nunes,R,6405
813,Jared Huffman,D,6405
814,John Garamendi,D,6405
815,Paul Cook,R,6405
816,Mark DeSaulnier,D,6405
817,Salud Carbajal,D,6405
818,Stephen Knight,R,6405
819,Julia Brownley,D,6405
820,ADAM SCHIFF,D,6405
821,Tony Cárdenas,D,6405
822,GRACE NAPOLITANO,D,6405
823,ED ROYCE,R,6405
824,LUCILLE ROYBAL-ALLARD,D,6405
825,Mark Takano,D,6405
826,MAXINE WATERS,D,6405
827,J. Correa,D,6405
828,Mimi Walters,R,6405
829,Alan Lowenthal,D,6405
830,Juan Vargas,D,6405
831,Scott Peters,D,6405
832,FRED UPTON,R,6405
833,Rodney Davis,R,6405
834,Carlos Curbelo,R,6405
835,Michael McCaul,R,6400
836,Ann Wagner,R,6400
837,Scott Perry,R,6400
838,Paul Gosar,R,6400
839,Austin Scott,R,6400
840,Don Bacon,R,6400
841,Chris Collins,R,6400
842,David Schweikert,R,6400
843,Martha McSally,R,6400
844,John Katko,R,6400
845,Mike Rogers,R,6400
846,Daniel Donovan,R,6400
847,PETER KING,R,6400
848,Clay Higgins,R,6400
849,Lee Zeldin,R,6400
850,Doug LaMalfa,R,6400
851,Bill Posey,R,6400
852,Doug Lamborn,R,6400
853,Joe Wilson,R,6400
854,Bill Flores,R,6400
855,LAMAR SMITH,R,6400
856,Ted Yoho,R,6400
857,Andy Harris,R,6400
858,Ralph Norman,R,6400
859,Steve King,R,6400
860,John Carter,R,6400
861,Keith Rothfus,R,6400
862,Steve Stivers,R,6400
863,Pete Olson,R,6400
864,Karen Handel,R,6400
865,John Ratcliffe,R,6400
866,Susan Brooks,R,6400
867,Mike Johnson,R,6400
868,Dwight Evans,D,6348
869,John Curtis,R,6347
870,Joe Courtney,D,6335
871,ROSA DELAURO,D,6335
872,James Himes,D,6335
873,JOHN LARSON,D,6335
874,EDDIE JOHNSON,D,6227
875,Barbara Comstock,R,6227
876,Daniel Lipinski,D,6227
877,Randy Weber,R,6227
878,ZOE LOFGREN,D,6227
879,FRANK LUCAS,R,6227
880,Elizabeth Esty,D,6227
881,DANA ROHRABACHER,R,6227
882,Suzanne Bonamici,D,6227
883,Randy Hultgren,R,6227
884,Donald Beyer,D,6227
885,Stephen Knight,R,6227
886,Jacklyn Rosen,D,6227
887,Brian Babin,R,6227
888,Jerry McNerney,D,6227
889,Andy Biggs,R,6227
890,Paul Tonko,D,6227
