,cosponsor_name,cosponsor_party,number
4873,MARCY KAPTUR,D,4300
4874,Madeleine Bordallo,D,4300
4875,Raúl Grijalva,D,4300
4876,Carlos Curbelo,R,4300
4877,Dwight Evans,D,4300
4878,Ruben Gallego,D,4300
4879,MIKE THOMPSON,D,4300
4880,ALCEE HASTINGS,D,4300
4881,Bonnie Watson Coleman,D,4300
4882,Joe Courtney,D,4300
4883,Albio Sires,D,4300
4884,JOHN LARSON,D,4300
4885,ZOE LOFGREN,D,4300
4886,JAMES COOPER,D,4300
4887,Salud Carbajal,D,4300
4888,Ami Bera,D,4300
4889,Ted Lieu,D,4300
4890,Pete Aguilar,D,4300
4891,Charlie Crist,D,4300
4892,EDDIE JOHNSON,D,4300
4893,BETTY MCCOLLUM,D,4300
4894,JAMES LANGEVIN,D,4300
4895,Val Demings,D,4300
4896,Carol Shea-Porter,D,4300
4897,RICHARD NOLAN,D,4300
4898,Daniel Kildee,D,4300
4899,David Cicilline,D,4300
4900,Cedric Richmond,D,4300
4901,Karen Bass,D,4300
4902,Anthony Brown,D,4300
4903,Alma Adams,D,4300
4904,BARBARA LEE,D,4300
4905,FRANK PALLONE,D,4300
4906,Gwen Moore,D,4300
4907,Lois Frankel,D,4300
4908,Jimmy Panetta,D,4300
4909,Raja Krishnamoorthi,D,4300
4910,DON YOUNG,R,4300
4911,C. A. Ruppersberger,D,4300
4912,Bill Shuster,R,4300
4913,Cheri Bustos,D,4300
4914,GRACE NAPOLITANO,D,4300
4915,Darren Soto,D,4300
4916,Terri Sewell,D,4300
4917,Jim Costa,D,4300
4918,Frederica Wilson,D,4300
4919,Donald Payne,D,4300
4920,Brenda Lawrence,D,4300
4921,JOHN LEWIS,D,4300
4922,Liz Cheney,R,4300
4923,Gregorio Sablan,D,4300
4924,William Keating,D,4300
4925,Tulsi Gabbard,D,4300
4926,Robert Wittman,R,4300
4927,Stephanie Murphy,D,4300
4928,Steve Cohen,D,4300
4929,Paul Cook,R,4300
4930,Debbie Dingell,D,4300
4931,Mike Coffman,R,4300
4932,Jackie Speier,D,4300
4933,ELEANOR NORTON,D,4300
4934,Doris Matsui,D,4300
4935,SAM GRAVES,R,4300
4936,Julia Brownley,D,4300
4937,Jamie Raskin,D,4300
4938,Brian Higgins,D,4300
4939,Norma Torres,D,4300
4940,Dina Titus,D,4300
4941,Kyrsten Sinema,D,4300
4942,Doug Lamborn,R,4300
4943,Ro Khanna,D,4300
4944,Henry Johnson,D,4300
4945,Daniel Lipinski,D,4300
4946,ROBERT BRADY,D,4300
4947,Vicente Gonzalez,D,4300
4948,Ed Perlmutter,D,4300
4949,Martha McSally,R,4300
4950,Tim Walberg,R,4300
4951,GENE GREEN,D,4300
4952,JOSE SERRANO,D,4300
4953,Tom Cole,R,4300
4954,David Roe,R,4300
4955,Doug LaMalfa,R,4300
4956,Alan Lowenthal,D,4300
4957,PETER DEFAZIO,D,4300
4958,Al Green,D,4300
4959,PAT ROBERTS,R,167
4960,Joe Donnelly,D,167
4961,Tammy Baldwin,D,167
4962,Richard Blumenthal,D,167
4963,Robert Wittman,R,3979
4964,Raúl Grijalva,D,3979
4965,Garret Graves,R,3979
4966,Gregorio Sablan,D,3979
4967,FRANK LOBIONDO,R,3979
4968,MIKE THOMPSON,D,3979
4969,RON KIND,D,3979
4970,Bruce Westerman,R,3979
4971,Aumua Amata Radewagen,R,3979
4972,Doug Collins,R,3979
4973,Scott Tipton,R,3979
4974,Stevan Pearce,R,3979
4975,Paul Gosar,R,3979
4976,Mike Johnson,R,3979
4977,Jody Hice,R,3979
4978,Carlos Curbelo,R,3979
4979,Madeleine Bordallo,D,3979
4980,ELIOT ENGEL,D,3445
4981,CHRISTOPHER SMITH,R,3445
4982,Karen Bass,D,3445
4983,Terri Sewell,D,3445
4984,Ted Lieu,D,3445
4985,David Reichert,R,3445
4986,MICHAEL CAPUANO,D,3445
4987,JOSE SERRANO,D,3445
4988,Heidi Heitkamp,D,772
4989,TOM UDALL,D,772
4990,Steve Daines,R,772
4991,Jon Tester,D,772
4992,Lisa Murkowski,R,772
4993,Tammy Baldwin,D,772
4994,JOHN LARSON,D,4547
4995,Brian Higgins,D,4547
4996,DANNY DAVIS,D,4547
4997,Terri Sewell,D,4547
4998,JOHN LEWIS,D,4547
4999,Patrick Meehan,R,4547
5000,Mike Bishop,R,4547
5001,Kenny Marchant,R,4547
5002,James Renacci,R,4547
5003,Adrian Smith,R,4547
5004,Vern Buchanan,R,4547
5005,Mike Kelly,R,4547
5006,Lynn Jenkins,R,4547
5007,Don Bacon,R,4547
5008,ADAM SMITH,D,4547
5009,Carlos Curbelo,R,4547
5010,WILLIAM PASCRELL,D,4547
5011,Tom Rice,R,4547
5012,Erik Paulsen,R,4547
5013,EARL BLUMENAUER,D,4547
5014,Vicente Gonzalez,D,4547
5015,Paul Tonko,D,4547
5016,Mark DeSaulnier,D,4547
5017,Suzan DelBene,D,4547
5018,MIKE THOMPSON,D,4547
5019,Jackie Walorski,R,4547
5020,Doris Matsui,D,4547
5021,RICK LARSEN,D,4547
5022,PETER DEFAZIO,D,4547
5023,GRACE NAPOLITANO,D,4547
5024,David Reichert,R,4547
5025,David Valadao,R,4547
5026,Ann Kuster,D,4547
5027,David Joyce,R,4547
5028,Kristi Noem,R,4547
5029,Chris Stewart,R,4547
5030,George Holding,R,4547
5031,PETE SESSIONS,R,4547
5032,Carol Shea-Porter,D,4547
5033,Peter Roskam,R,4547
5034,LLOYD DOGGETT,D,4547
5035,Jason Smith,R,4547
5036,Gwen Moore,D,4547
5037,Pramila Jayapal,D,4547
5038,Matt Cartwright,D,4547
5039,Michelle Lujan Grisham,D,4547
5040,Mark Pocan,D,4547
5041,Mike Quigley,D,4547
5042,Sean Duffy,R,4547
5043,Doug LaMalfa,R,4547
5044,Diane Black,R,4547
5045,Linda Sánchez,D,4547
5046,Eric Swalwell,D,4547
5047,Ted Yoho,R,4547
5048,SANDER LEVIN,D,4547
5049,Mia Love,R,4547
5050,JOSEPH CROWLEY,D,4547
5051,RON KIND,D,4547
5052,Mike Coffman,R,4547
5053,Judy Chu,D,4547
5054,RICHARD NEAL,D,4547
5055,Raul Ruiz,D,4547
5056,Derek Kilmer,D,4547
5057,Tom Reed,R,4547
5058,Lee Zeldin,R,4547
5059,Denny Heck,D,4547
5060,Brian Fitzpatrick,R,4547
5061,Donald Payne,D,4547
5062,ROBERT BRADY,D,4547
5063,Tony Cárdenas,D,4547
5064,Darin LaHood,R,4547
5065,John Curtis,R,4547
5066,BENNIE THOMPSON,D,4547
5067,Brendan Boyle,D,4547
5068,Kevin Yoder,R,4547
5069,Joyce Beatty,D,1865
5070,CHRISTOPHER SMITH,R,1865
5071,Yvette Clarke,D,1865
5072,Ted Poe,R,1865
5073,CAROLYN MALONEY,D,1865
5074,ED ROYCE,R,1865
5075,Martha Roby,R,1865
5076,Adam Kinzinger,R,1865
5077,Lynn Jenkins,R,1865
5078,Lloyd Smucker,R,1865
5079,Steve Stivers,R,1865
5080,Randy Weber,R,1865
5081,Charles Fleischmann,R,1865
5082,Leonard Lance,R,1865
5083,Terri Sewell,D,1865
5084,Peter Roskam,R,1865
5085,David Rouzer,R,1865
5086,Gwen Moore,D,1865
5087,JOHN SHIMKUS,R,1865
5088,Juan Vargas,D,1865
5089,Michael Turner,R,1865
5090,Jacklyn Rosen,D,1865
5091,Vicky Hartzler,R,1865
5092,Dwight Evans,D,1865
5093,Thomas Garrett,R,1865
5094,John Katko,R,1865
5095,Robin Kelly,D,1865
5096,Frederica Wilson,D,1865
5097,Darin LaHood,R,1865
5098,Mike Coffman,R,1865
5099,Blaine Luetkemeyer,R,1865
5100,Mike Bishop,R,1865
5101,Elise Stefanik,R,1865
5102,Charlie Crist,D,1865
5103,Salud Carbajal,D,1865
5104,Barbara Comstock,R,1865
5105,Rodney Davis,R,1865
5106,Thomas Rooney,R,1865
5107,SAM GRAVES,R,1865
5108,Jason Smith,R,1865
5109,Lee Zeldin,R,1865
5110,Thomas MacArthur,R,1865
5111,Robert Pittenger,R,1865
5112,K. Conaway,R,1865
5113,David Young,R,1865
5114,Mark Walker,R,1865
5115,Tim Walberg,R,1865
5116,Andy Harris,R,1865
5117,Luke Messer,R,1865
5118,LAMAR SMITH,R,1865
5119,Dave Brat,R,1865
5120,Bruce Poliquin,R,1865
5121,David Valadao,R,1865
5122,Mimi Walters,R,1865
5123,Bob Gibbs,R,1865
5124,Jaime Herrera Beutler,R,1865
5125,Billy Long,R,1865
5126,G. K. Butterfield,D,1865
5127,Donald Payne,D,1865
5128,Karen Bass,D,1865
5129,EDDIE JOHNSON,D,1865
5130,Colleen Hanabusa,D,1865
5131,Lisa Blunt Rochester,D,1865
5132,Brenda Lawrence,D,1865
5133,ROSA DELAURO,D,1865
5134,Michelle Lujan Grisham,D,1865
5135,ALCEE HASTINGS,D,1865
5136,Cedric Richmond,D,1865
5137,Mia Love,R,1865
5138,WM. CLAY,D,1865
5139,Daniel Kildee,D,1865
5140,Anthony Brown,D,1865
5141,Stacey Plaskett,D,1865
5142,Alma Adams,D,1865
5143,BENNIE THOMPSON,D,1865
5144,Emanuel Cleaver,D,1865
5145,Mike Bost,R,1865
5146,Claudia Tenney,R,1865
5147,Richard Hudson,R,1865
5148,Karen Handel,R,1865
5149,Henry Cuellar,D,1865
5150,Tom Cole,R,1865
5151,Gus Bilirakis,R,1865
5152,Kristi Noem,R,1865
5153,Susan Brooks,R,1865
5154,ILEANA ROS-LEHTINEN,R,1865
5155,Dennis Ross,R,1865
5156,Trent Kelly,R,1865
5157,Daniel Donovan,R,1865
5158,Ann Kuster,D,1865
5159,SANFORD BISHOP,D,1865
5160,Bonnie Watson Coleman,D,1865
5161,Gary Palmer,R,1865
5162,Warren Davidson,R,1865
5163,Virginia Foxx,R,1865
5164,Diane Black,R,1865
5165,Gerald Connolly,D,1865
5166,John Faso,R,1865
5167,Keith Rothfus,R,1865
5168,Michael McCaul,R,1865
5169,Brian Fitzpatrick,R,1865
5170,Jackie Walorski,R,1865
5171,Tom Reed,R,1865
5172,David Joyce,R,1865
5173,ROBERT BRADY,D,1865
5174,Chris Stewart,R,1865
5175,Trent Franks,R,1865
5176,Kyrsten Sinema,D,1865
5177,BOBBY RUSH,D,1865
5178,GREGORY MEEKS,D,1865
5179,Tom O'Halleran,D,1865
5180,Mike Johnson,R,1865
5181,Bill Posey,R,1865
5182,Evan Jenkins,R,1865
5183,Vicente Gonzalez,D,1865
5184,DANNY DAVIS,D,1865
5185,JAMES MCGOVERN,D,1865
5186,GENE GREEN,D,1865
5187,JOHN LEWIS,D,1865
5188,Adriano Espaillat,D,1865
5189,William Keating,D,1865
5190,Jerry McNerney,D,1865
5191,RICHARD NOLAN,D,1865
5192,Dina Titus,D,1865
5193,Sean Maloney,D,1865
5194,JOSE SERRANO,D,1865
5195,Scott DesJarlais,R,1865
5196,Carlos Curbelo,R,1865
5197,ROBERT ADERHOLT,R,1865
5198,Randy Hultgren,R,1865
5199,Marsha Blackburn,R,1865
5200,Jeff Fortenberry,R,1865
5201,Mike Kelly,R,1865
5202,Steve King,R,1865
5203,Doug LaMalfa,R,1865
5204,Doug Lamborn,R,1865
5205,Pete Olson,R,1865
5206,Stevan Pearce,R,1865
5207,PETE SESSIONS,R,1865
5208,Joe Wilson,R,1865
5209,Steve Cohen,D,1865
5210,ELEANOR NORTON,D,1865
5211,RODNEY FRELINGHUYSEN,R,1865
5212,Erik Paulsen,R,1865
5213,David Reichert,R,1865
5214,David Roe,R,1865
5215,KEVIN BRADY,R,1865
5216,Bill Flores,R,1865
5217,Bill Shuster,R,1865
5218,Trey Hollingsworth,R,1865
5219,Bradley Byrne,R,1865
5220,Austin Scott,R,1865
5221,Al Lawson,D,1865
5222,Kathleen Rice,D,1865
5223,Markwayne Mullin,R,1865
5224,Brett Guthrie,R,1865
5225,PATRICK TIBERI,R,1865
5226,Louie Gohmert,R,1865
5227,Tom Rice,R,1865
5228,Roger Williams,R,1865
5229,Lou Barletta,R,1865
5230,F. SENSENBRENNER,R,1865
5231,Roger Marshall,R,1865
5232,Michael Burgess,R,1865
5233,Stephen Knight,R,1865
5234,David Kustoff,R,1865
5235,FRANK LUCAS,R,1865
5236,NYDIA VELAZQUEZ,D,1865
5237,MICHAEL CAPUANO,D,1865
5238,JOHN CULBERSON,R,1865
5239,Ed Perlmutter,D,1865
5240,Debbie Wasserman Schultz,D,1865
5241,Jim Costa,D,1865
5242,KEN CALVERT,R,1865
5243,Ted Yoho,R,1865
5244,Jim Banks,R,4851
5245,Susan Brooks,R,4851
5246,Larry Bucshon,R,4851
5247,Trey Hollingsworth,R,4851
5248,Luke Messer,R,4851
5249,Todd Rokita,R,4851
5250,PETER VISCLOSKY,D,4851
5251,Jackie Walorski,R,4851
5252,Joseph Kennedy,D,4851
5253,JOHN LEWIS,D,4851
5254,Barbara Comstock,R,4851
5255,Yvette Clarke,D,4851
5256,Adriano Espaillat,D,4851
5257,ALCEE HASTINGS,D,4851
5258,Henry Johnson,D,4851
5259,BARBARA LEE,D,4851
5260,Alan Lowenthal,D,4851
5261,GRACE NAPOLITANO,D,4851
5262,ELEANOR NORTON,D,4851
5263,DANNY DAVIS,D,4851
5264,BETTY MCCOLLUM,D,4851
5265,JAMES MCGOVERN,D,4851
5266,Frederica Wilson,D,4851
5267,Jamie Raskin,D,4851
5268,John Yarmuth,D,4851
5269,LUCILLE ROYBAL-ALLARD,D,4851
5270,Steve Cohen,D,4851
5271,ELIJAH CUMMINGS,D,3731
5272,Trey Gowdy,R,3731
5273,Michael McCaul,R,3731
5274,BENNIE THOMPSON,D,3731
5275,Bonnie Watson Coleman,D,3731
5276,SHEILA JACKSON LEE,D,3731
5277,John Ratcliffe,R,3731
5278,ELEANOR NORTON,D,3731
5279,Daniel Donovan,R,3731
5280,PETER KING,R,3731
5281,Susan Brooks,R,3731
5282,Scott Perry,R,3731
5283,Thomas Garrett,R,3731
5284,John Rutherford,R,3731
5285,Mike Bishop,R,3731
5286,Jerry Moran,R,2040
5287,Martin Heinrich,D,2030
5288,Joseph Manchin,D,2030
5289,Cory Gardner,R,2030
5290,Mazie Hirono,D,324
5291,John Boozman,R,324
5292,Mike Lee,R,324
5293,Dean Heller,R,324
5294,Jim Inhofe,R,324
5295,Susan Collins,R,324
5296,Edward Markey,D,324
5297,Mike Crapo,R,324
5298,Charles Schumer,D,324
5299,Kirsten Gillibrand,D,324
5300,Patrick Leahy,D,324
5301,Thomas Tillis,R,324
5302,Brian Schatz,D,324
5303,Gary Peters,D,324
5304,Angus King,I,324
5305,Bob Casey,D,324
5306,Al Franken,D,324
5307,Joseph Manchin,D,324
5308,Jeanne Shaheen,D,324
5309,Amy Klobuchar,D,324
5310,Debbie Stabenow,D,324
5311,Sheldon Whitehouse,D,324
5312,Christopher Murphy,D,324
5313,Patty Murray,D,324
5314,Elizabeth Warren,D,324
5315,Richard Burr,R,324
5316,Mike Rounds,R,324
5317,Maggie Hassan,D,324
5318,Bernard Sanders,I,324
5319,Ben Cardin,D,324
5320,Tom Cotton,R,324
5321,John Thune,R,324
5322,Joe Donnelly,D,324
5323,Chris Van Hollen,D,324
5324,Dan Sullivan,R,324
5325,Tammy Duckworth,D,324
5326,Ron Johnson,R,188
5327,Claire McCaskill,D,188
5328,Deb Fischer,R,188
5329,Joni Ernst,R,188
5330,Jon Tester,D,188
5331,John Kennedy,R,188
5332,Dean Heller,R,188
5333,Donald Norcross,D,4285
5334,Thomas MacArthur,R,4285
5335,CHRISTOPHER SMITH,R,4285
5336,Josh Gottheimer,D,4285
5337,FRANK PALLONE,D,4285
5338,Leonard Lance,R,4285
5339,Albio Sires,D,4285
5340,WILLIAM PASCRELL,D,4285
5341,Donald Payne,D,4285
5342,RODNEY FRELINGHUYSEN,R,4285
5343,Bonnie Watson Coleman,D,4285
5344,Gus Bilirakis,R,4042
5345,Kathy Castor,D,4042
5346,Carlos Curbelo,R,4042
5347,Ron DeSantis,R,4042
5348,Theodore Deutch,D,4042
5349,Mario Diaz-Balart,R,4042
5350,Lois Frankel,D,4042
5351,ALCEE HASTINGS,D,4042
5352,Al Lawson,D,4042
5353,Stephanie Murphy,D,4042
5354,Bill Posey,R,4042
5355,Francis Rooney,R,4042
5356,Thomas Rooney,R,4042
5357,ILEANA ROS-LEHTINEN,R,4042
5358,Dennis Ross,R,4042
5359,John Rutherford,R,4042
5360,Debbie Wasserman Schultz,D,4042
5361,Daniel Webster,R,4042
5362,Ted Yoho,R,4042
5363,Neal Dunn,R,4042
5364,Matt Gaetz,R,4042
5365,Frederica Wilson,D,4042
5366,Val Demings,D,4042
5367,Charlie Crist,D,4042
5368,Vern Buchanan,R,4042
5369,Brian Mast,R,4042
5370,Gus Bilirakis,R,3893
5371,ILEANA ROS-LEHTINEN,R,3893
5372,Darren Soto,D,3893
5373,Frederica Wilson,D,3893
5374,Ron DeSantis,R,3893
5375,Mario Diaz-Balart,R,3893
5376,Bill Posey,R,3893
5377,John Rutherford,R,3893
5378,Thomas Rooney,R,3893
5379,ALCEE HASTINGS,D,3893
5380,Lois Frankel,D,3893
5381,Matt Gaetz,R,3893
5382,Daniel Webster,R,3893
5383,Val Demings,D,3893
5384,Carlos Curbelo,R,3893
5385,Kathy Castor,D,3893
5386,Theodore Deutch,D,3893
5387,Debbie Wasserman Schultz,D,3893
5388,Stephanie Murphy,D,3893
5389,Neal Dunn,R,3893
5390,Al Lawson,D,3893
5391,Charlie Crist,D,3893
5392,Dennis Ross,R,3893
5393,Vern Buchanan,R,3893
5394,Brian Mast,R,3893
5395,Francis Rooney,R,3893
5396,SANFORD BISHOP,D,3821
5397,Rob Woodall,R,3821
5398,Jody Hice,R,3821
5399,Tom Graves,R,3821
5400,Austin Scott,R,3821
5401,Rick Allen,R,3821
5402,Barry Loudermilk,R,3821
5403,Henry Johnson,D,3821
5404,Earl Carter,R,3821
5405,David Scott,D,3821
5406,A. Ferguson,R,3821
5407,JOHN LEWIS,D,3821
5408,Karen Handel,R,3821
5409,Donald Norcross,D,3655
5410,FRANK LOBIONDO,R,3655
5411,Thomas MacArthur,R,3655
5412,Josh Gottheimer,D,3655
5413,FRANK PALLONE,D,3655
5414,Leonard Lance,R,3655
5415,Albio Sires,D,3655
5416,WILLIAM PASCRELL,D,3655
5417,Donald Payne,D,3655
5418,RODNEY FRELINGHUYSEN,R,3655
5419,Bonnie Watson Coleman,D,3655
5420,Mario Diaz-Balart,R,3638
5421,Ron DeSantis,R,3638
5422,John Rutherford,R,3638
5423,Darren Soto,D,3638
5424,Charlie Crist,D,3638
5425,ILEANA ROS-LEHTINEN,R,3638
5426,Frederica Wilson,D,3638
5427,Theodore Deutch,D,3638
5428,Stephanie Murphy,D,3638
5429,Neal Dunn,R,3638
5430,Kathy Castor,D,3638
5431,Dennis Ross,R,3638
5432,Debbie Wasserman Schultz,D,3638
5433,Francis Rooney,R,3638
5434,Gus Bilirakis,R,3638
5435,Val Demings,D,3638
5436,Carlos Curbelo,R,3638
5437,Thomas Rooney,R,3638
5438,Bill Posey,R,3638
5439,ALCEE HASTINGS,D,3638
5440,Brian Mast,R,3638
5441,Daniel Webster,R,3638
5442,Vern Buchanan,R,3638
5443,Ted Yoho,R,3638
5444,Lois Frankel,D,3638
5445,Matt Gaetz,R,3638
5446,Patrick McHenry,R,3369
5447,Virginia Foxx,R,3369
5448,WALTER JONES,R,3369
5449,G. K. Butterfield,D,3369
5450,Robert Pittenger,R,3369
5451,DAVID PRICE,D,3369
5452,Ted Budd,R,3369
5453,Mark Meadows,R,3369
5454,Alma Adams,D,3369
5455,Mark Walker,R,3369
5456,David Rouzer,R,3369
5457,George Holding,R,3369
5458,BOBBY RUSH,D,3109
5459,Robin Kelly,D,3109
5460,Daniel Lipinski,D,3109
5461,LUIS GUTIERREZ,D,3109
5462,Mike Quigley,D,3109
5463,Peter Roskam,R,3109
5464,DANNY DAVIS,D,3109
5465,Raja Krishnamoorthi,D,3109
5466,JANICE SCHAKOWSKY,D,3109
5467,Bradley Schneider,D,3109
5468,Bill Foster,D,3109
5469,Mike Bost,R,3109
5470,Rodney Davis,R,3109
5471,Randy Hultgren,R,3109
5472,JOHN SHIMKUS,R,3109
5473,Adam Kinzinger,R,3109
5474,Cheri Bustos,D,3109
5475,Scott Taylor,R,3109
5476,ROBERT BRADY,D,2873
5477,Dwight Evans,D,2873
5478,Mike Kelly,R,2873
5479,Scott Perry,R,2873
5480,Glenn Thompson,R,2873
5481,Ryan Costello,R,2873
5482,Patrick Meehan,R,2873
5483,Brian Fitzpatrick,R,2873
5484,Bill Shuster,R,2873
5485,Tom Marino,R,2873
5486,Lou Barletta,R,2873
5487,Keith Rothfus,R,2873
5488,MIKE DOYLE,D,2873
5489,Charles Dent,R,2873
5490,Lloyd Smucker,R,2873
5491,Matt Cartwright,D,2873
5492,Tim Murphy,R,2873
5493,FRANK LOBIONDO,R,2815
5494,WILLIAM PASCRELL,D,2815
5495,Thomas MacArthur,R,2815
5496,Bonnie Watson Coleman,D,2815
5497,CHRISTOPHER SMITH,R,2815
5498,Donald Norcross,D,2815
5499,RODNEY FRELINGHUYSEN,R,2815
5500,Donald Payne,D,2815
5501,Albio Sires,D,2815
5502,FRANK PALLONE,D,2815
5503,Josh Gottheimer,D,2815
5504,Mike Bost,R,2672
5505,DANNY DAVIS,D,2672
5506,Rodney Davis,R,2672
5507,Bill Foster,D,2672
5508,LUIS GUTIERREZ,D,2672
5509,Randy Hultgren,R,2672
5510,Robin Kelly,D,2672
5511,Raja Krishnamoorthi,D,2672
5512,Darin LaHood,R,2672
5513,Mike Quigley,D,2672
5514,Peter Roskam,R,2672
5515,JANICE SCHAKOWSKY,D,2672
5516,Bradley Schneider,D,2672
5517,JOHN SHIMKUS,R,2672
5518,BOBBY RUSH,D,2672
5519,Daniel Lipinski,D,2672
5520,Adam Kinzinger,R,2672
5521,Joseph Kennedy,D,2464
5522,MICHAEL CAPUANO,D,2464
5523,RICHARD NEAL,D,2464
5524,JAMES MCGOVERN,D,2464
5525,Niki Tsongas,D,2464
5526,William Keating,D,2464
5527,Katherine Clark,D,2464
5528,Seth Moulton,D,2464
5529,Donald Payne,D,2302
5530,Josh Gottheimer,D,2302
5531,WILLIAM PASCRELL,D,2302
5532,FRANK PALLONE,D,2302
5533,Thomas MacArthur,R,2302
5534,Leonard Lance,R,2302
5535,Albio Sires,D,2302
5536,Donald Norcross,D,2302
5537,CHRISTOPHER SMITH,R,2302
5538,RODNEY FRELINGHUYSEN,R,2302
5539,FRANK LOBIONDO,R,2302
5540,Mark DeSaulnier,D,2254
5541,Nanette Barragan,D,2254
5542,Karen Bass,D,2254
5543,Linda Sánchez,D,2254
5544,MAXINE WATERS,D,2254
5545,Doug LaMalfa,R,2254
5546,Ami Bera,D,2254
5547,Jeff Denham,R,2254
5548,David Valadao,R,2254
5549,Tom McClintock,R,2254
5550,Norma Torres,D,2254
5551,ED ROYCE,R,2254
5552,BRAD SHERMAN,D,2254
5553,DANA ROHRABACHER,R,2254
5554,Duncan Hunter,R,2254
5555,Devin Nunes,R,2254
5556,Pete Aguilar,D,2254
5557,Julia Brownley,D,2254
5558,KEN CALVERT,R,2254
5559,Salud Carbajal,D,2254
5560,Tony Cárdenas,D,2254
5561,Judy Chu,D,2254
5562,Paul Cook,R,2254
5563,J. Correa,D,2254
5564,Jim Costa,D,2254
5565,SUSAN DAVIS,D,2254
5566,ANNA ESHOO,D,2254
5567,John Garamendi,D,2254
5568,Jared Huffman,D,2254
5569,DARRELL ISSA,R,2254
5570,Ro Khanna,D,2254
5571,Stephen Knight,R,2254
5572,BARBARA LEE,D,2254
5573,Ted Lieu,D,2254
5574,ZOE LOFGREN,D,2254
5575,Alan Lowenthal,D,2254
5576,Doris Matsui,D,2254
5577,Jerry McNerney,D,2254
5578,GRACE NAPOLITANO,D,2254
5579,Jimmy Panetta,D,2254
5580,Scott Peters,D,2254
5581,LUCILLE ROYBAL-ALLARD,D,2254
5582,Raul Ruiz,D,2254
5583,ADAM SCHIFF,D,2254
5584,Jackie Speier,D,2254
5585,Eric Swalwell,D,2254
5586,Mark Takano,D,2254
5587,Juan Vargas,D,2254
5588,Mimi Walters,R,2254
5589,Lois Frankel,D,1625
5590,Vicky Hartzler,R,1625
5591,Randy Weber,R,1625
5592,ELEANOR NORTON,D,1625
5593,Tom Emmer,R,1625
5594,Dwight Evans,D,1625
5595,Brian Fitzpatrick,R,1625
5596,Ted Poe,R,1625
5597,DARRELL ISSA,R,1625
5598,Daniel Donovan,R,1625
5599,CHRISTOPHER SMITH,R,1625
5600,JAMES MCGOVERN,D,1625
5601,Ann Wagner,R,1625
5602,William Keating,D,1625
5603,BRAD SHERMAN,D,1625
5604,Tulsi Gabbard,D,1625
5605,Steve Cohen,D,1625
5606,Martha McSally,R,1625
5607,Paul Cook,R,1625
5608,Thomas Garrett,R,1625
5609,David Cicilline,D,1625
5610,Bradley Schneider,D,1625
5611,Gerald Connolly,D,1625
5612,Adriano Espaillat,D,1625
5613,Brian Mast,R,1625
5614,Adam Kinzinger,R,1625
5615,Tom Marino,R,1625
5616,Karen Bass,D,1625
5617,Norma Torres,D,1625
5618,Brendan Boyle,D,1625
5619,ADAM SCHIFF,D,1625
5620,Jeff Duncan,R,1625
5621,Joe Wilson,R,1625
5622,Mimi Walters,R,1625
5623,Austin Scott,R,1625
5624,Jacklyn Rosen,D,1625
5625,Luke Messer,R,1625
5626,Erik Paulsen,R,1625
5627,Kyrsten Sinema,D,1625
5628,David Young,R,1625
5629,DANA ROHRABACHER,R,1988
5630,DARRELL ISSA,R,1988
5631,Stephen Knight,R,1988
5632,Mark Takano,D,1988
5633,Duncan Hunter,R,1988
5634,John Garamendi,D,1988
5635,ED ROYCE,R,1988
5636,Jim Costa,D,1988
5637,Juan Vargas,D,1988
5638,Paul Cook,R,1988
5639,Mimi Walters,R,1988
5640,MIKE THOMPSON,D,1988
5641,Devin Nunes,R,1988
5642,GRACE NAPOLITANO,D,1988
5643,J. Correa,D,1988
5644,Norma Torres,D,1988
5645,Eric Swalwell,D,1988
5646,MAXINE WATERS,D,1988
5647,KEN CALVERT,R,1988
5648,David Valadao,R,1988
5649,Tom McClintock,R,1988
5650,Julia Brownley,D,1988
5651,Doug LaMalfa,R,1988
5652,ADAM SCHIFF,D,1988
5653,Tony Cárdenas,D,1988
5654,Salud Carbajal,D,1988
5655,BARBARA LEE,D,1988
5656,SUSAN DAVIS,D,1988
5657,Ted Lieu,D,1988
5658,Jerry McNerney,D,1988
5659,Scott Peters,D,1988
5660,Jeff Denham,R,1988
5661,ZOE LOFGREN,D,1988
5662,BRAD SHERMAN,D,1988
5663,Karen Bass,D,1988
5664,LUCILLE ROYBAL-ALLARD,D,1988
5665,Nanette Barragan,D,1988
5666,Alan Lowenthal,D,1988
5667,Jimmy Panetta,D,1988
5668,Judy Chu,D,1988
5669,Linda Sánchez,D,1988
5670,Raul Ruiz,D,1988
5671,Ami Bera,D,1988
5672,Pete Aguilar,D,1988
5673,Doris Matsui,D,1988
5674,Ro Khanna,D,1988
5675,ROBERT BRADY,D,1858
5676,Dwight Evans,D,1858
5677,Mike Kelly,R,1858
5678,Scott Perry,R,1858
5679,Glenn Thompson,R,1858
5680,Ryan Costello,R,1858
5681,Patrick Meehan,R,1858
5682,Brian Fitzpatrick,R,1858
5683,Bill Shuster,R,1858
5684,Lou Barletta,R,1858
5685,Keith Rothfus,R,1858
5686,Brendan Boyle,D,1858
5687,MIKE DOYLE,D,1858
5688,Charles Dent,R,1858
5689,Lloyd Smucker,R,1858
5690,Matt Cartwright,D,1858
5691,Tim Murphy,R,1858
5692,LAMAR SMITH,R,1208
5693,Ted Poe,R,1208
5694,EDDIE JOHNSON,D,1208
